"","OCCUPANCY_DATE","LOCATION_ADDRESS","LOCATION_POSTAL_CODE","LOCATION_CITY","LOCATION_PROVINCE","PROGRAM_MODEL","OVERNIGHT_SERVICE_TYPE","PROGRAM_AREA","CAPACITY_TYPE","SECTOR","SERVICE_USER_COUNT","CAPACITY_ACTUAL_BED","CAPACITY_FUNDING_BED","OCCUPIED_BEDS","CAPACITY_ACTUAL_ROOM","CAPACITY_FUNDING_ROOM","OCCUPIED_ROOMS","UNOCCUPIED_BEDS","UNAVAILABLE_BEDS","UNOCCUPIED_ROOMS","UNAVAILABLE_ROOMS","OCCUPANCY_RATE_BEDS","OCCUPANCY_RATE_ROOMS"
"4.252",2021-04-23,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",53,8,27,8,NA,NA,NA,0,19,NA,NA,1,NA
"4.30",2021-04-24,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",14,48,49,19,NA,NA,NA,29,1,NA,NA,0.395833333333333,NA
"3.171",2021-04-25,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",77,49,49,37,NA,NA,NA,12,0,NA,NA,0.755102040816326,NA
"2.199",2021-04-26,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",1,NA,NA,NA,49,50,48,NA,NA,1,1,NA,0.979591836734694
"2.281",2021-04-27,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",6,NA,NA,NA,45,48,10,NA,NA,35,3,NA,0.222222222222222
"2.231",2021-04-28,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",6,NA,NA,NA,48,50,29,NA,NA,19,2,NA,0.604166666666667
"1.63",2021-04-29,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",140,NA,NA,NA,27,39,11,NA,NA,16,12,NA,0.407407407407407
"3.209",2021-04-30,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",0,47,50,41,NA,NA,NA,6,3,NA,NA,0.872340425531915,NA
"4.104",2021-05-01,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",162,8,48,3,NA,NA,NA,5,40,NA,NA,0.375,NA
"1.5",2021-05-02,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",178,NA,NA,NA,33,38,32,NA,NA,1,5,NA,0.96969696969697
"5.218",2021-05-03,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",131,NA,NA,NA,40,47,39,NA,NA,1,7,NA,0.975
"5.55",2021-05-04,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",37,NA,NA,NA,41,50,33,NA,NA,8,9,NA,0.804878048780488
"3.80",2021-05-05,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",27,15,47,10,NA,NA,NA,5,32,NA,NA,0.666666666666667,NA
"2.194",2021-05-06,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",186,NA,NA,NA,26,38,4,NA,NA,22,12,NA,0.153846153846154
"3.83",2021-05-07,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",43,38,40,19,NA,NA,NA,19,2,NA,NA,0.5,NA
"5.44",2021-05-08,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",38,NA,NA,NA,31,33,22,NA,NA,9,2,NA,0.709677419354839
"1.37",2021-05-09,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",54,NA,NA,NA,11,23,0,NA,NA,11,12,NA,0
"5.260",2021-05-10,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",46,NA,NA,NA,33,34,33,NA,NA,0,1,NA,1
"4.215",2021-05-11,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",18,29,31,5,NA,NA,NA,24,2,NA,NA,0.172413793103448,NA
"5.136",2021-05-12,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",15,NA,NA,NA,43,46,12,NA,NA,31,3,NA,0.27906976744186
"4.124",2021-05-13,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",71,46,48,38,NA,NA,NA,8,2,NA,NA,0.826086956521739,NA
"2.157",2021-05-14,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",64,NA,NA,NA,47,50,42,NA,NA,5,3,NA,0.893617021276596
"2.222",2021-05-15,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",64,NA,NA,NA,22,44,9,NA,NA,13,22,NA,0.409090909090909
"5.82",2021-05-16,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",98,NA,NA,NA,20,47,12,NA,NA,8,27,NA,0.6
"3.10",2021-05-17,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",30,26,39,6,NA,NA,NA,20,13,NA,NA,0.230769230769231,NA
"4.181",2021-05-18,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",62,45,46,27,NA,NA,NA,18,1,NA,NA,0.6,NA
"2.196",2021-05-19,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",30,NA,NA,NA,48,48,30,NA,NA,18,0,NA,0.625
"2",2021-05-20,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",81,NA,NA,NA,30,48,4,NA,NA,26,18,NA,0.133333333333333
"5.100",2021-05-21,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",2,NA,NA,NA,47,50,45,NA,NA,2,3,NA,0.957446808510638
"2.146",2021-05-22,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",95,NA,NA,NA,48,48,43,NA,NA,5,0,NA,0.895833333333333
"1.273",2021-05-23,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",72,NA,NA,NA,42,44,37,NA,NA,5,2,NA,0.880952380952381
"4.78",2021-05-24,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",216,37,37,12,NA,NA,NA,25,0,NA,NA,0.324324324324324,NA
"5.286",2021-05-25,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",59,NA,NA,NA,42,50,27,NA,NA,15,8,NA,0.642857142857143
"2.38",2021-05-26,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",68,NA,NA,NA,44,50,15,NA,NA,29,6,NA,0.340909090909091
"4.154",2021-05-27,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",254,46,50,46,NA,NA,NA,0,4,NA,NA,1,NA
"3.232",2021-05-28,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",22,46,50,40,NA,NA,NA,6,4,NA,NA,0.869565217391304,NA
"4.74",2021-05-29,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",287,45,47,45,NA,NA,NA,0,2,NA,NA,1,NA
"3.266",2021-05-30,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",97,40,48,34,NA,NA,NA,6,8,NA,NA,0.85,NA
"1.23",2021-05-31,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",76,NA,NA,NA,30,43,8,NA,NA,22,13,NA,0.266666666666667
"5.109",2021-06-01,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",82,NA,NA,NA,39,40,7,NA,NA,32,1,NA,0.179487179487179
"4.64",2021-06-02,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",167,13,20,1,NA,NA,NA,12,7,NA,NA,0.0769230769230769,NA
"3.93",2021-06-03,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",212,47,50,45,NA,NA,NA,2,3,NA,NA,0.957446808510638,NA
"5.115",2021-06-04,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",167,NA,NA,NA,34,34,3,NA,NA,31,0,NA,0.0882352941176471
"4.88",2021-06-05,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",88,47,49,40,NA,NA,NA,7,2,NA,NA,0.851063829787234,NA
"1.111",2021-06-06,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",288,NA,NA,NA,40,49,31,NA,NA,9,9,NA,0.775
"4.39",2021-06-07,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",27,48,49,42,NA,NA,NA,6,1,NA,NA,0.875,NA
"1.10",2021-06-08,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",46,NA,NA,NA,17,25,9,NA,NA,8,8,NA,0.529411764705882
"4.196",2021-06-09,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",94,49,50,35,NA,NA,NA,14,1,NA,NA,0.714285714285714,NA
"5.249",2021-06-10,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",43,NA,NA,NA,29,42,2,NA,NA,27,13,NA,0.0689655172413793
"4.2",2021-06-11,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",221,39,40,15,NA,NA,NA,24,1,NA,NA,0.384615384615385,NA
"5.163",2021-06-12,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",23,NA,NA,NA,16,20,9,NA,NA,7,4,NA,0.5625
"2.29",2021-06-13,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",42,NA,NA,NA,45,49,45,NA,NA,0,4,NA,1
"4.165",2021-06-14,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",34,46,50,0,NA,NA,NA,46,4,NA,NA,0,NA
"2.280",2021-06-15,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",13,NA,NA,NA,34,48,5,NA,NA,29,14,NA,0.147058823529412
"4.173",2021-06-16,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",38,36,47,35,NA,NA,NA,1,11,NA,NA,0.972222222222222,NA
"3.49",2021-06-17,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",295,26,45,18,NA,NA,NA,8,19,NA,NA,0.692307692307692,NA
"3.13",2021-06-18,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",249,40,49,34,NA,NA,NA,6,9,NA,NA,0.85,NA
"1.41",2021-06-19,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",81,NA,NA,NA,20,35,12,NA,NA,8,15,NA,0.6
"3.92",2021-06-20,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",17,47,49,32,NA,NA,NA,15,2,NA,NA,0.680851063829787,NA
"1.200",2021-06-21,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",30,NA,NA,NA,43,46,19,NA,NA,24,3,NA,0.441860465116279
"1.243",2021-06-22,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",49,NA,NA,NA,47,48,34,NA,NA,13,1,NA,0.723404255319149
"3.25",2021-06-23,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",201,48,49,47,NA,NA,NA,1,1,NA,NA,0.979166666666667,NA
"2.28",2021-06-24,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",36,NA,NA,NA,48,49,10,NA,NA,38,1,NA,0.208333333333333
"3.274",2021-06-25,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",86,36,47,18,NA,NA,NA,18,11,NA,NA,0.5,NA
"5.35",2021-06-26,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",68,NA,NA,NA,49,49,43,NA,NA,6,0,NA,0.877551020408163
"4.202",2021-06-27,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",82,35,46,31,NA,NA,NA,4,11,NA,NA,0.885714285714286,NA
"4.132",2021-06-28,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",67,48,50,48,NA,NA,NA,0,2,NA,NA,1,NA
"5.164",2021-06-29,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",4,NA,NA,NA,49,50,47,NA,NA,2,1,NA,0.959183673469388
"5.230",2021-06-30,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",29,NA,NA,NA,43,43,42,NA,NA,1,0,NA,0.976744186046512
"5.89",2021-07-01,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",197,NA,NA,NA,43,43,32,NA,NA,11,0,NA,0.744186046511628
"5.126",2021-07-02,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",150,NA,NA,NA,21,42,14,NA,NA,7,21,NA,0.666666666666667
"4.204",2021-07-03,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",28,46,46,46,NA,NA,NA,0,0,NA,NA,1,NA
"3.27",2021-07-04,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",295,10,27,1,NA,NA,NA,9,17,NA,NA,0.1,NA
"4.294",2021-07-05,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",52,18,46,7,NA,NA,NA,11,28,NA,NA,0.388888888888889,NA
"2.179",2021-07-06,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",36,NA,NA,NA,43,46,27,NA,NA,16,3,NA,0.627906976744186
"3.275",2021-07-07,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",22,40,40,39,NA,NA,NA,1,0,NA,NA,0.975,NA
"3.245",2021-07-08,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",62,38,38,5,NA,NA,NA,33,0,NA,NA,0.131578947368421,NA
"5.135",2021-07-09,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",25,NA,NA,NA,48,48,38,NA,NA,10,0,NA,0.791666666666667
"1.264",2021-07-10,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",4,NA,NA,NA,43,50,14,NA,NA,29,7,NA,0.325581395348837
"5.245",2021-07-11,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",24,NA,NA,NA,49,49,44,NA,NA,5,0,NA,0.897959183673469
"4.164",2021-07-12,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",67,44,47,44,NA,NA,NA,0,3,NA,NA,1,NA
"1.231",2021-07-13,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",85,NA,NA,NA,29,34,11,NA,NA,18,5,NA,0.379310344827586
"5.92",2021-07-14,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",69,NA,NA,NA,36,39,16,NA,NA,20,3,NA,0.444444444444444
"3.299",2021-07-15,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Women",263,44,44,28,NA,NA,NA,16,0,NA,NA,0.636363636363636,NA
"4.126",2021-07-16,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Men",15,41,46,39,NA,NA,NA,2,5,NA,NA,0.951219512195122,NA
"1.291",2021-07-17,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",5,NA,NA,NA,36,41,36,NA,NA,0,5,NA,1
"4.288",2021-07-18,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",126,41,43,5,NA,NA,NA,36,2,NA,NA,0.121951219512195,NA
"4.245",2021-07-19,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Mixed Adult",63,21,44,16,NA,NA,NA,5,23,NA,NA,0.761904761904762,NA
"3.82",2021-07-20,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",6,17,43,14,NA,NA,NA,3,26,NA,NA,0.823529411764706,NA
"5.141",2021-07-21,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",33,NA,NA,NA,40,45,31,NA,NA,9,5,NA,0.775
"1.203",2021-07-22,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",78,NA,NA,NA,31,35,0,NA,NA,31,4,NA,0
"2.236",2021-07-23,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Families",36,NA,NA,NA,44,50,39,NA,NA,5,6,NA,0.886363636363636
"5.268",2021-07-24,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",26,NA,NA,NA,38,43,21,NA,NA,17,5,NA,0.552631578947368
"3.195",2021-07-25,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",25,49,49,46,NA,NA,NA,3,0,NA,NA,0.938775510204082,NA
"2.131",2021-07-26,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",35,NA,NA,NA,45,50,26,NA,NA,19,5,NA,0.577777777777778
"3.250",2021-07-27,"850 Bloor St W","M6G 1M2","Toronto","ON","Emergency","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",77,37,38,1,NA,NA,NA,36,1,NA,NA,0.027027027027027,NA
"5.76",2021-07-28,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Men",91,NA,NA,NA,24,32,24,NA,NA,0,8,NA,1
"4.93",2021-07-29,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",33,47,49,8,NA,NA,NA,39,2,NA,NA,0.170212765957447,NA
"4.29",2021-07-30,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",200,48,50,11,NA,NA,NA,37,2,NA,NA,0.229166666666667,NA
"4.171",2021-07-31,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Youth",262,22,22,13,NA,NA,NA,9,0,NA,NA,0.590909090909091,NA
"5.149",2021-08-01,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Women",63,NA,NA,NA,34,43,23,NA,NA,11,9,NA,0.676470588235294
"4.280",2021-08-02,"1651 Sheppard Ave W","M3M 2X4","Toronto","ON","Transitional","Shelter","Base Shelter and Overnight Services System","Bed Based Capacity","Families",283,41,50,1,NA,NA,NA,40,9,NA,NA,0.024390243902439,NA
"1.251",2021-08-03,"445 Rexdale Blvd","M9W 6P8","Etobicoke","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",87,NA,NA,NA,47,49,44,NA,NA,3,2,NA,0.936170212765957
"2.35",2021-08-04,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",57,NA,NA,NA,35,49,32,NA,NA,3,14,NA,0.914285714285714
"2.282",2021-08-05,"14 Roncesvalles Ave","M6R 2K3","Toronto","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Youth",59,NA,NA,NA,32,47,27,NA,NA,5,15,NA,0.84375
"5.43",2021-08-06,"3600 Steeles Ave W","L4L 8P5","Vaughan","ON","Emergency","Motel/Hotel Shelter","COVID-19 Response","Room Based Capacity","Mixed Adult",98,NA,NA,NA,43,47,14,NA,NA,29,4,NA,0.325581395348837
